Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
ACJ24941,Influenza A virus (A/goose/Hungary/14756/2006(H5N1)),GenBank,GCA_038273875.1,FJ445243,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,14756,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,1,matrix protein 1,Hungary,Hungary,,Anatidae,,6/6/2006,,,matrix protein 1 [Influenza A virus (A/goose/Hungary/14756/2006(H5N1))]
ACJ24942,Influenza A virus (A/goose/Hungary/14756/2006(H5N1)),GenBank,GCA_038273875.1,FJ445243,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,14756,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,1,matrix protein 2,Hungary,Hungary,,Anatidae,,6/6/2006,,,matrix protein 2 [Influenza A virus (A/goose/Hungary/14756/2006(H5N1))]
ACJ24943,Influenza A virus (A/goose/Hungary/14756/2006(H5N1)),GenBank,GCA_038273875.1,FJ445244,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,14756,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,Hungary,Hungary,,Anatidae,,6/6/2006,,,neuraminidase [Influenza A virus (A/goose/Hungary/14756/2006(H5N1))]
ACJ24944,Influenza A virus (A/goose/Hungary/14756/2006(H5N1)),GenBank,GCA_038273875.1,FJ445245,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,14756,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,1,nucleocapsid protein,Hungary,Hungary,,Anatidae,,6/6/2006,,,nucleocapsid protein [Influenza A virus (A/goose/Hungary/14756/2006(H5N1))]
ACJ24945,Influenza A virus (A/goose/Hungary/14756/2006(H5N1)),GenBank,GCA_038273875.1,FJ445246,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,14756,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,1,nonstructural protein 1,Hungary,Hungary,,Anatidae,,6/6/2006,,,nonstructural protein 1 [Influenza A virus (A/goose/Hungary/14756/2006(H5N1))]
ACJ24946,Influenza A virus (A/goose/Hungary/14756/2006(H5N1)),GenBank,GCA_038273875.1,FJ445246,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,14756,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,1,nuclear export protein,Hungary,Hungary,,Anatidae,,6/6/2006,,,nuclear export protein [Influenza A virus (A/goose/Hungary/14756/2006(H5N1))]
ACJ24947,Influenza A virus (A/goose/Hungary/14756/2006(H5N1)),GenBank,GCA_038273875.1,FJ445247,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,14756,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,1,polymerase PA,Hungary,Hungary,,Anatidae,,6/6/2006,,,polymerase PA [Influenza A virus (A/goose/Hungary/14756/2006(H5N1))]
ACJ24948,Influenza A virus (A/goose/Hungary/14756/2006(H5N1)),GenBank,GCA_038273875.1,FJ445248,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,14756,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,1,polymerase PB1,Hungary,Hungary,,Anatidae,,6/6/2006,,,polymerase PB1 [Influenza A virus (A/goose/Hungary/14756/2006(H5N1))]
ACJ24949,Influenza A virus (A/goose/Hungary/14756/2006(H5N1)),GenBank,GCA_038273875.1,FJ445248,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,14756,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),52,H5N1,2,1,putative PB1-F2 protein,Hungary,Hungary,,Anatidae,,6/6/2006,,,putative PB1-F2 protein [Influenza A virus (A/goose/Hungary/14756/2006(H5N1))]
ACJ24950,Influenza A virus (A/goose/Hungary/14756/2006(H5N1)),GenBank,GCA_038273875.1,FJ445249,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,14756,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,1,polymerase PB2,Hungary,Hungary,,Anatidae,,6/6/2006,,,polymerase PB2 [Influenza A virus (A/goose/Hungary/14756/2006(H5N1))]
ACJ24951,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445234,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,1,hemagglutinin,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,hemagglutinin [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24952,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445235,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,1,matrix protein 1,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,matrix protein 1 [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24953,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445235,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,1,matrix protein 2,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,matrix protein 2 [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24954,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445236,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,neuraminidase [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24955,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445237,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,1,nucleocapsid protein,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,nucleocapsid protein [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24956,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445238,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,1,nonstructural protein 1,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,nonstructural protein 1 [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24957,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445238,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,1,nuclear export protein,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,nuclear export protein [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24958,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445239,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,1,polymerase PA,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,polymerase PA [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24959,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445240,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,1,polymerase PB1,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,polymerase PB1 [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24960,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445240,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),90,H5N1,2,1,PB1-F2 protein,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,PB1-F2 protein [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24961,Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1)),GenBank,GCA_038269495.1,FJ445241,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,4571,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,1,polymerase PB2,Hungary,Hungary,,Cygnus olor,,2/16/2006,,,polymerase PB2 [Influenza A virus (A/mute swan/Hungary/4571/2006(H5N1))]
ACJ24962,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445226,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,1,hemagglutinin,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,hemagglutinin [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ACJ24963,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445227,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,1,matrix protein 1,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,matrix protein 1 [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ACJ24964,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445227,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,1,matrix protein 2,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,matrix protein 2 [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ACJ24965,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445228,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,neuraminidase [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ACJ24966,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445229,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,1,nucleocapsid protein,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,nucleocapsid protein [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ACJ24967,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445230,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,1,nonstructural protein 1,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,nonstructural protein 1 [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ACJ24968,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445230,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,1,nuclear export protein,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,nuclear export protein [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ACJ24969,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445231,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,1,polymerase PA,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,polymerase PA [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ACJ24970,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445232,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,1,polymerase PB1,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,polymerase PB1 [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ACJ24971,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445232,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),90,H5N1,2,1,PB1-F2 protein,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,PB1-F2 protein [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ACJ24972,Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1)),GenBank,GCA_038269175.1,FJ445233,,"Szeleczky,Z., Dan,A., Ursu,K., Ivanics,E., Kiss,I., Erdelyi,K., Belak,S., Muller,C.P., Brown,I.H., Balint,A.",6/30/2009,3472,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,1,polymerase PB2,Hungary,Hungary,,Cygnus olor,,2/6/2006,,,polymerase PB2 [Influenza A virus (A/mute swan/Hungary/3472/2006(H5N1))]
ABS88999,Influenza A virus (A/Guangdong/01/2006(H5N1)),GenBank,set:e3d8954bc39145273c2ca0e991e0c6bc6e8eb2e7,EF541126,,"Huang,P., Ke,C., Li,H., Chen,Q., Zou,L., Fang,L.",4/11/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,,polymerase basic protein 2,China: Guangdong,China,,Homo sapiens,,,,,polymerase basic protein 2 [Influenza A virus (A/Guangdong/01/2006(H5N1))]
ACF16397,Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1)),GenBank,set:7261e535ac6010a515860ff126bde1d602cfb9b4,EU594346,,"Zou,W., Yu,Z., Zhou,H., Tu,J., Jin,M.",3/25/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,1,polymerase PB2,China,China,,Anatidae,,,,,polymerase PB2 [Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1))]
ACF16398,Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1)),GenBank,set:7261e535ac6010a515860ff126bde1d602cfb9b4,EU594347,,"Zou,W., Yu,Z., Zhou,H., Tu,J., Jin,M.",3/25/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,1,polymerase PB1,China,China,,Anatidae,,,,,polymerase PB1 [Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1))]
ACF16399,Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1)),GenBank,set:7261e535ac6010a515860ff126bde1d602cfb9b4,EU594348,,"Zou,W., Yu,Z., Zhou,H., Tu,J., Jin,M.",3/25/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,1,polymerase PA,China,China,,Anatidae,,,,,polymerase PA [Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1))]
ACF16400,Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1)),GenBank,set:7261e535ac6010a515860ff126bde1d602cfb9b4,EU594349,,"Zou,W., Yu,Z., Zhou,H., Tu,J., Jin,M.",3/25/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),567,H5N1,4,1,hemagglutinin,China,China,,Anatidae,,,,,hemagglutinin [Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1))]
ACF16401,Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1)),GenBank,set:7261e535ac6010a515860ff126bde1d602cfb9b4,EU594350,,"Zou,W., Yu,Z., Zhou,H., Tu,J., Jin,M.",3/25/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,H5N1,5,1,nucleocapsid protein,China,China,,Anatidae,,,,,nucleocapsid protein [Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1))]
ACF16402,Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1)),GenBank,set:7261e535ac6010a515860ff126bde1d602cfb9b4,EU594351,,"Zou,W., Yu,Z., Zhou,H., Tu,J., Jin,M.",3/25/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),449,H5N1,6,1,neuraminidase,China,China,,Anatidae,,,,,neuraminidase [Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1))]
ACF16403,Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1)),GenBank,set:7261e535ac6010a515860ff126bde1d602cfb9b4,EU594352,,"Zou,W., Yu,Z., Zhou,H., Tu,J., Jin,M.",3/25/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,H5N1,7,1,matrix protein 1,China,China,,Anatidae,,,,,matrix protein 1 [Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1))]
ACF16404,Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1)),GenBank,set:7261e535ac6010a515860ff126bde1d602cfb9b4,EU594352,,"Zou,W., Yu,Z., Zhou,H., Tu,J., Jin,M.",3/25/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,H5N1,7,1,matrix protein 2,China,China,,Anatidae,,,,,matrix protein 2 [Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1))]
ACF16405,Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1)),GenBank,set:7261e535ac6010a515860ff126bde1d602cfb9b4,EU594353,,"Zou,W., Yu,Z., Zhou,H., Tu,J., Jin,M.",3/25/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),225,H5N1,8,1,nonstructural protein 1,China,China,,Anatidae,,,,,nonstructural protein 1 [Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1))]
ACF16406,Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1)),GenBank,set:7261e535ac6010a515860ff126bde1d602cfb9b4,EU594353,,"Zou,W., Yu,Z., Zhou,H., Tu,J., Jin,M.",3/25/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,H5N1,8,1,nonstructural protein 2,China,China,,Anatidae,,,,,nonstructural protein 2 [Influenza A virus (A/duck/Hubei/Hangmei01/2006(H5N1))]
ACM68968,Influenza A virus (A/chicken/Egypt/1NLQP-CLEVB331/2008(H5N1)),GenBank,set:a3012f5486734a582adabc0fa78e87e25b3ed25c,FJ686831,,"Arafa,A.A., Ali,A.M., Nassif,S.A., Selim,A.A., Hassan,M.K., Elebiary,E.A., Aly,M.M.",2/11/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,,hemagglutinin,Egypt: Giza,Egypt,,Gallus gallus,,6/15/2008,,,hemagglutinin [Influenza A virus (A/chicken/Egypt/1NLQP-CLEVB331/2008(H5N1))]
ABX80052,Influenza A virus (A/avian/Russia/5354-vac/2005(H5N1)),GenBank,set:eb03438f1dbd8ccae40edc7e058fc847ec8f8d81,EU147291,,"Yamnikova,S.S., Lomakina,N.F.",1/1/2009,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,,polymerase PB1,Russia,Russia,,,,,,,polymerase PB1 [Influenza A virus (A/avian/Russia/5354-vac/2005(H5N1))]
ABX10512,Influenza A virus (A/Thailand/16/2004(H5N1)),GenBank,set:051c8d0335e0cbfeb430ed7dcc1fff28de730e84,EU268216,,"Chen,L.M., Davis,C.T., Zhou,H., Cox,N.J., Donis,R.O., Chen,L.-M., Smith,C., Smith,E., Shaw,M., Matsuoka,Y., Jadhao,S., Davis,T., Balish,A., Xu,X., Foust,A., Lindstrom,S., Cox,N., Donis,R.",5/13/2008,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,H5N1,1,1,polymerase PB2,Thailand,Thailand,,,,2004,,,polymerase PB2 [Influenza A virus (A/Thailand/16/2004(H5N1))]
ABX10513,Influenza A virus (A/Thailand/16/2004(H5N1)),GenBank,set:051c8d0335e0cbfeb430ed7dcc1fff28de730e84,EU268217,,"Chen,L.M., Davis,C.T., Zhou,H., Cox,N.J., Donis,R.O., Chen,L.-M., Smith,C., Smith,E., Shaw,M., Matsuoka,Y., Jadhao,S., Davis,T., Balish,A., Xu,X., Foust,A., Lindstrom,S., Cox,N., Donis,R.",5/13/2008,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,H5N1,2,1,polymerase PB1,Thailand,Thailand,,,,2004,,,polymerase PB1 [Influenza A virus (A/Thailand/16/2004(H5N1))]
ABX10514,Influenza A virus (A/Thailand/16/2004(H5N1)),GenBank,set:051c8d0335e0cbfeb430ed7dcc1fff28de730e84,EU268218,,"Chen,L.M., Davis,C.T., Zhou,H., Cox,N.J., Donis,R.O., Chen,L.-M., Smith,C., Smith,E., Shaw,M., Matsuoka,Y., Jadhao,S., Davis,T., Balish,A., Xu,X., Foust,A., Lindstrom,S., Cox,N., Donis,R.",5/13/2008,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,H5N1,3,1,polymerase PA,Thailand,Thailand,,,,2004,,,polymerase PA [Influenza A virus (A/Thailand/16/2004(H5N1))]
ABX10515,Influenza A virus (A/Thailand/16/2004(H5N1)),GenBank,set:051c8d0335e0cbfeb430ed7dcc1fff28de730e84,EU268219,,"Chen,L.M., Davis,C.T., Zhou,H., Cox,N.J., Donis,R.O., Chen,L.-M., Smith,C., Smith,E., Shaw,M., Matsuoka,Y., Jadhao,S., Davis,T., Balish,A., Xu,X., Foust,A., Lindstrom,S., Cox,N., Donis,R.",5/13/2008,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),568,H5N1,4,1,hemagglutinin,Thailand,Thailand,,,,2004,,,hemagglutinin [Influenza A virus (A/Thailand/16/2004(H5N1))]
